business_name,city,council_district,dba_name,location_1,location_account,location_description,location_start_date,mailing_address,mailing_city,mailing_zip_code,naics,primary_naics_description,street_address,zip_code
GGET DTLA LLC,LOS ANGELES,14,GO GET EM TIGER,"{'latitude': '34.0307', 'longitude': '-118.242'}",0003053875-0001-0,767 ALAMEDA 90021-1663,2018-09-01T00:00:00.000,5619 N FIGUEROA STREET   SUITE #205,LOS ANGELES,90042-4978,,,767 S ALAMEDA STREET   SUITE #184,90021-1663
PARAMOUNT COFFEE PROJECT USA INC,LOS ANGELES,14,PARAMOUNT COFFEE PROJECT,"{'latitude': '34.0307', 'longitude': '-118.242'}",0002811304-0002-6,1320 7TH 90021-1133,2018-05-02T00:00:00.000,,,,722211,Limited-service eating places,1320 E 7TH STREET   SUITE #100,90021-1133
"ELIEME, LLC",LOS ANGELES,13,RUBIES AND DIAMONDS,"{'latitude': '34.1006', 'longitude': '-118.3276'}",0002805428-0001-4,6115 SUNSET 90028-6493,2015-06-01T00:00:00.000,1305 S OAK KNOLL AVENUE,PASADENA,91106-4506,722211,Limited-service eating places,6115 W SUNSET BLVD   #150,90028-6493
RYAN ODONOVAN / COLBY BARR,LOS ANGELES,5,VERVE COFFEE ROASTERS,"{'latitude': '34.0721', 'longitude': '-118.3648'}",0002879446-0001-6,8051 3RD 90048-4316,2015-10-02T00:00:00.000,104   BRONSON STREET   SUITE #19,SANTA CRUZ,95062-3495,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8051 W 3RD STREET,90048-4316
VCR CAFES LLC,LOS ANGELES,14,VERVE COFFEE ROASTERS,"{'latitude': '34.0415', 'longitude': '-118.2326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0003137839-0001-5,500 MATEO 90013,2019-07-16T00:00:00.000,500   MATEO STREET   SUITE #102,LOS ANGELES,90013-2222,722110,Full-service restaurants,500   MATEO STREET   SUITE #102,90013-2222
"FOUND COFFEE, INC.",LOS ANGELES,14,FOUND COFFEE,"{'latitude': '34.1395', 'longitude': '-118.1945'}",0002802825-0001-1,1355 COLORADO 90041-2333,2015-01-21T00:00:00.000,1355 COLORADO BLVD,LOS ANGELES,90041-2333,,,1355 COLORADO BLVD,90041-2333
CAFEFIKA INTERNATIONAL US,LOS ANGELES,0,THE BOY & THE BEAR - COFFEE ROASTERY,"{'latitude': '33.9966', 'longitude': '-118.435'}",0003100240-0001-9,12712 WASHINGTON 90066-2341,2018-02-05T00:00:00.000,350 N PACIFIC COAST HIGHWAY,REDONDO BEACH,90277-2837,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12712 W WASHINGTON BLVD,90066-2341
HILLTOP EAGLE ROCK LLC,LOS ANGELES,14,HILLTOP COFFEE + KITCHEN,"{'latitude': '34.1252', 'longitude': '-118.2203'}",0003122810-0001-4,4427 EAGLE ROCK 90041,2019-06-01T00:00:00.000,7250   MELROSE AVENUE   SUITE #1,LOS ANGELES,90046-7668,722211,Limited-service eating places,4427   EAGLE ROCK BLVD,90041-3212
TACTILE COFFEE,LOS ANGELES,13,TACTILE COFFEE,"{'latitude': '34.0722', 'longitude': '-118.2823'}",0002881028-0001-3,3109 BEVERLY 90057-1015,2016-02-01T00:00:00.000,1028   PARK CIRCLE DRIVE,TORRANCE,90502-2816,722211,Limited-service eating places,3109   BEVERLY BLVD,90057-1015
BRAZILIAN SPECIALTY COFFEE LLC,LOS ANGELES,14,NOSSA FAMILIA COFFEE,"{'latitude': '34.0507', 'longitude': '-118.2539'}",0002990022-0001-1,601 5TH 90071-2004,2017-07-01T00:00:00.000,3530 NW SAINT HELENS ROAD,PORTLAND,97210-1314,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",601 W 5TH STREET   LOBBY #110,90071-2004
TIERRA MIA COFFEE COMPANY,LOS ANGELES,13,TIERRA MIA COFFEE COMPANY,"{'latitude': '34.0781', 'longitude': '-118.2631'}",0002629372-0002-6,1202 ALVARADO 90026-3127,2013-04-01T00:00:00.000,6706 PACIFIC BLVD,HUNTINGTON PARK,90255-4110,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1202 N ALVARADO STREET #A,90026-3127
TIERRA MIA COFFEE COMPANY,LOS ANGELES,1,TIERRA MIA COFFEE COMPANY,"{'latitude': '34.073', 'longitude': '-118.2185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",0002629372-0004-2,2108 BROADWAY 90031-2205,2019-09-01T00:00:00.000,2108 N BROADWAY,LOS ANGELES,90031-2205,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2108 N BROADWAY,90031-2205
