with_advanced_deg,zip_code,total_pop,total_24_29_female,total_30_34_female,total_24_29_male,total_30_34_male,total_24_29_female_wht,total_30_34_female_wht,total_24_29_male_wht,total_30_34_male_wht,total_wht,with_bachelors,year,pct_25_34,pct_college_deg,pct_wht
1577,90038,28798,1644,1299,2055,1575,747,594,906,849,11572,4145,2014,21.866101812625878,19.869435377456767,40.183346065699006
3016,90039,27843,1275,1334,1296,1405,802,835,734,929,15560,6513,2014,18.81621951657508,34.22404194950257,55.884782530618104
2782,90041,28439,932,825,1112,1012,415,440,554,715,15452,5789,2014,12.989204965012835,30.138190513027887,54.3338373360526
3473,90042,61034,2520,2538,2829,2510,1213,1340,1273,1267,31749,6885,2014,17.0806435757119,16.97086869613658,52.01854703935511
5952,90045,41453,1384,1713,1967,1509,746,766,937,789,25528,8474,2014,16.34863580440499,34.80085880394664,61.582997611753065
7064,90046,51329,3702,3265,3703,3666,2997,2193,2850,2836,41040,18538,2014,27.148395643788113,49.87823647450759,79.95480137933721
1254,90047,46999,1446,1593,1283,1214,219,302,363,290,7565,3487,2014,12.585374156896956,10.08744866912062,16.096087150790442
4926,90048,22409,1714,1426,1185,1478,1361,986,911,1133,18325,7177,2014,25.66379579633183,54.00954973448167,81.77517961533313
10037,90049,35262,2002,1388,1422,1096,1661,1022,1278,907,30059,11084,2014,17.582666893539788,59.89733991265385,85.24473937950201
1026,90057,45747,2071,1840,2925,2591,429,373,608,528,10619,4051,2014,18.96517804446193,11.09799549697248,23.21245108968894
5618,90064,25788,1002,952,1308,887,638,587,970,508,18372,6219,2014,16.340933767643865,45.901194353963085,71.24243834341554
3270,90065,46254,1864,1671,1607,2095,906,663,758,1023,21725,5492,2014,14.729536904916332,18.943226531759414,46.96891079690405
7855,90066,58337,2977,2795,2664,3340,1897,1420,1709,2211,36669,13813,2014,19.251932735656617,37.14280816634383,62.85719183365617
411,90067,2364,73,61,23,26,54,61,23,0,1961,859,2014,9.22165820642978,53.72250423011844,82.95262267343486
4283,90068,21943,1134,1274,1051,1815,800,956,912,1333,16926,7357,2014,21.569521031764115,53.04652964498929,77.1362165610901
3949,90069,20426,1351,651,1473,1799,812,540,991,1374,15988,7543,2014,20.199745422500733,56.26162733770684,78.27278958190541
0,90071,0,0,0,0,0,0,0,0,0,0,0,2014,0.0,0.0,0.0
2724,90077,8328,84,190,201,68,67,170,154,34,7266,1793,2014,7.985110470701248,54.238712776176754,87.2478386167147
16,90089,3326,15,13,12,6,0,0,6,0,1698,17,2014,1.5935057125676488,0.9921828021647625,51.052315093205046
1787,90094,6062,514,547,228,429,312,244,125,197,2949,1776,2014,30.2870339821841,58.775981524249424,48.64731111844276
4802,90230,33090,1140,1299,1303,1430,442,669,628,765,19935,6592,2014,15.234209731036566,34.43336355394379,60.24478694469628
2297,90232,15353,555,686,587,582,340,354,465,413,11091,3230,2014,16.37464990555592,35.999478929199505,72.23995310362795
6501,90272,23497,176,347,236,247,157,273,202,224,20929,6170,2014,4.706983870281312,53.926033110609865,89.07094522705026
4834,90291,27803,1614,1699,1433,1603,1200,1224,1263,1404,22235,8588,2014,23.18095169586016,48.275365967701326,79.9733841671762
5039,90292,21507,1288,1218,1125,1247,935,971,859,989,17225,7349,2014,22.54614776584368,57.599851211233556,80.09020318965918
2445,90501,43407,1616,1528,1425,1864,478,575,520,473,17923,6013,2014,14.046121593291405,19.485336466468542,41.2905752528394
1467,90710,27550,992,789,897,971,507,426,386,478,14184,3129,2014,12.584392014519056,16.682395644283122,51.48457350272232
2452,90731,62348,2191,1764,2635,2155,1416,1021,1752,1582,42331,6283,2014,13.398986334766153,14.010072496311029,67.89471995894014
1858,90732,19810,594,613,484,602,431,368,360,481,14835,3620,2014,11.630489651691066,27.652700656234224,74.8864209994952
1231,91040,20017,778,579,491,717,599,511,406,592,16575,2948,2014,12.124694010091423,20.877254333816257,82.80461607633511
1152,91303,27827,1090,1484,1418,1776,629,909,843,1118,18335,3106,2014,19.678729291695117,15.301685413447371,65.88924425917274
2036,91306,48707,1921,1753,2153,2227,676,797,891,901,20931,5567,2014,15.56244482312604,15.609665961771407,42.9732892602706
3400,91307,25597,494,505,606,562,306,284,372,431,18319,4646,2014,8.243153494550143,31.433371098175567,71.566980505528
3721,91311,37769,1317,1102,1182,1140,800,515,703,591,24007,7560,2014,12.452010908416955,29.868410601286772,63.56271015912521
3956,91316,28190,1526,1282,1107,1334,1094,837,829,1073,22794,7142,2014,18.435615466477472,39.36857041504079,80.858460446967
2193,91324,29178,891,984,993,873,398,417,418,343,15125,4413,2014,13.201727328809376,22.640345465761875,51.837000479813554
2925,91325,32823,1092,903,1701,1032,630,557,878,409,19146,5045,2014,14.011516314779271,24.281753648356336,58.33104835024221
3180,91335,77952,2413,2609,3111,2950,1577,1822,2146,2025,55393,8391,2014,13.780275041050905,14.84375,71.06039614121511
2607,91342,91701,2984,3174,3306,2753,1926,2152,2279,1877,62822,7095,2014,13.781747200139586,10.58003729512219,68.5074317619219
2568,91343,61976,2075,2264,2500,2351,1005,1241,1216,1170,33295,6565,2014,14.687943720149734,14.736349554666322,53.72240867432555
4193,91344,53165,1621,1534,1397,1558,903,876,769,843,33728,8888,2014,11.447380795636226,24.604533057462614,63.4402332361516
697,91345,18196,557,492,754,580,332,332,322,395,10497,1770,2014,12.612662123543636,13.557924818641458,57.68850296768521
1119,91352,46874,1838,1990,2189,1811,1396,1540,1596,1334,35902,3105,2014,17.081964415240858,9.011392243034518,76.59256730810257
3411,91356,29847,942,1017,1171,945,518,558,639,602,22445,6443,2014,13.894193721312027,33.015043387945184,75.20018762354675
3534,91364,26975,843,570,806,689,538,427,624,542,20797,6507,2014,10.339202965708989,37.22335495829472,77.09731232622798
5683,91367,42029,1552,1510,1503,1445,637,824,955,892,30299,10207,2014,14.454305360584357,37.80722834233505,72.09069927906921
2661,91401,40503,1747,1855,2008,1749,804,976,1202,938,23615,5980,2014,18.43073352591166,21.33422215638348,58.30432313655779
1103,91402,70781,2853,3069,3288,2745,1309,1476,1760,1210,33377,5807,2014,17.34787584238708,9.762506887441544,47.155310040830166
4487,91403,24353,1095,940,821,1200,787,704,544,859,19785,6804,2014,15.58740196279719,46.36389767174475,81.24255738512709
1748,91405,53406,1619,2286,2540,2286,676,1015,1066,1029,22932,4928,2014,16.34835037261731,12.50046811219713,42.93899561846983
2183,91406,53528,2271,2059,2268,2345,1050,998,1076,944,26256,5896,2014,16.172844118965777,15.093035420714394,49.050963981467646
4688,91423,32130,1679,1879,1245,1621,1329,1409,886,1335,26170,9149,2014,20.796763149704326,43.065670712729535,81.45035792094616
3365,91436,14563,150,362,343,251,107,309,202,200,12736,3405,2014,8.356794616493854,46.48767424294445,87.45450799972532
2577,91601,38781,2473,2037,3188,1940,1739,1129,2307,1412,25935,7183,2014,25.102498646244293,25.166963203630644,66.87553183259844
1929,91602,18315,1114,1230,937,1212,883,835,714,857,13637,5922,2014,24.63008463008463,42.86650286650286,74.45809445809446
5167,91604,29072,1394,1443,1001,1559,1049,1073,901,1264,23719,8464,2014,18.165244909190974,46.88703907539901,81.58709411117226
1461,91605,56060,2377,1962,2814,1904,1034,1213,1213,1097,30950,5141,2014,16.259364966107743,11.776667855868713,55.20870495897253
1448,91606,45467,1523,1919,2184,2135,820,1145,1334,1137,26449,5121,2014,16.594453119845163,14.447841291486133,58.17186091011063
2825,91607,29591,1719,1015,1721,1065,1346,793,1318,820,22920,6956,2014,18.48535027542158,33.05396911223007,77.45598323814673
3364,94102,28013,1578,1154,2071,1601,753,652,1158,1046,12032,5640,2014,21.265126905365367,32.142219683718274,42.9514868096955
2625,94103,24108,1061,1019,1549,1630,331,467,846,857,10913,5981,2014,19.279907084785133,35.697693711631,45.267131242741
47,94104,223,0,0,16,29,0,0,8,0,127,65,2014,7.174887892376682,50.224215246636774,56.95067264573991
2446,94105,6282,579,435,744,607,420,23,442,207,3545,2456,2014,34.909264565425026,78.03247373447947,56.4310729067176
7342,94107,27792,1220,2652,1411,2290,645,1652,902,1382,16454,9050,2014,28.5513816925734,58.98100172711571,59.20408750719631
1477,94108,13930,1011,608,874,532,601,189,576,212,4531,2956,2014,22.261306532663315,31.82340272792534,32.52692031586504
10362,94109,54768,5340,3831,4438,4591,3157,2518,2670,3485,32432,18818,2014,31.84341221151037,53.279287174992696,59.21706105755186
10990,94110,71422,3988,4200,4668,4613,2915,2748,2956,2923,43448,18033,2014,23.88059701492537,40.63593850634258,60.832796617288786
812,94111,3477,110,163,146,164,60,112,146,83,1994,1110,2014,16.738567730802416,55.277538107564,57.34828875467357
4783,94112,83032,3644,3035,3671,2952,874,1140,1119,1291,25376,12116,2014,16.120290972155313,20.352394257635613,30.561711147509396
11167,94114,32229,1437,1641,1413,2367,1115,1272,1152,2066,25740,10244,2014,19.026342734804057,66.43395699525271,79.86595922926557
8452,94115,34556,2160,2292,2200,2219,1561,1489,1425,1687,21367,10227,2014,25.88262530385461,54.0542886908207,61.83296677856234
5130,94116,45552,1679,1641,1358,1496,659,578,597,461,17356,10018,2014,13.872058306989816,33.25430277485072,38.101510361784335
9510,94117,42638,3225,3076,3682,3909,2609,2356,2717,2882,31687,14820,2014,30.627609174914394,57.06177588066983,74.3163375392842
8264,94118,40102,2579,2187,2464,1761,1617,1346,1622,1348,23156,11293,2014,23.482619320732134,48.768141239838414,57.74275597227071
6557,94121,42043,1859,1577,1972,1348,1000,826,1044,899,19401,10338,2014,16.61394286801608,40.1850486406774,46.145612824964914
9503,94122,58547,3561,3028,3193,2912,1799,1602,1590,1484,24972,15553,2014,21.87985720873828,42.79638580969136,42.65291133619144
6177,94123,25528,2989,1813,2370,1861,2475,1525,2142,1586,21346,11069,2014,35.19664681917894,67.5571921027891,83.61798809150737
1390,94124,35201,1309,1209,1769,1348,206,165,475,206,5698,3688,2014,15.613192807022527,14.425726541859607,16.187040140905086
4633,94127,19356,436,560,590,596,205,320,288,427,11279,5326,2014,11.087001446579873,51.45174622855963,58.27133705311015
912,94129,3334,404,142,204,275,355,105,162,275,2802,1222,2014,26.754649070185966,64.00719856028795,84.04319136172765
112,94130,3083,199,141,341,106,80,33,197,47,1155,481,2014,26.662341874797274,19.234511839117744,37.463509568602014
7681,94131,28370,1164,1322,1363,1392,719,833,931,1018,19038,8174,2014,18.22700035248502,55.88649982375748,67.1060979908354
3311,94132,31926,1242,932,1111,945,456,292,458,352,12179,6165,2014,13.208670049489443,29.68113763077116,38.147591304892565
4014,94133,27662,1600,1142,1692,1802,971,573,1288,1196,11463,6600,2014,20.157616947436917,38.37032752512472,41.43951991902249
1459,94134,40343,1281,1519,1428,1342,218,297,401,217,8150,5138,2014,14.245346156706242,16.352279205810177,20.201769823761246
1757,94158,5530,660,467,708,689,340,153,329,310,2579,1705,2014,41.62748643761302,62.60397830018083,46.63652802893309
4779,94608,26323,1587,1465,1423,1820,880,566,646,1024,11456,5808,2014,22.565816966151274,40.219579835125174,43.52087528017323
5555,94901,42027,1267,1540,1594,1803,539,863,597,721,27867,7197,2014,14.13615056987175,30.342398934018604,66.30737383110858
454,95838,35935,1396,1485,1480,1042,618,435,501,461,14479,1533,2014,16.268262139974954,5.52942813413107,40.292194239599276
2279,98101,10803,798,396,941,798,517,241,678,572,7981,3017,2014,23.42867721929094,49.02341942053133,73.8776265852078
5393,98102,22776,2185,1575,2482,2317,1781,1375,1912,1835,18508,8072,2014,34.321215314366,59.119248331577104,81.26097646645592
10786,98103,47559,4400,3294,3205,3080,3807,2612,2854,2492,39294,15579,2014,29.84293193717277,55.436405307092244,82.62158581971867
1290,98104,13177,696,532,1035,931,461,285,535,555,6304,2575,2014,21.211201335660622,29.3314107915307,47.840934962434545
6908,98105,44981,1954,1119,2337,1295,1242,789,1788,898,30801,7559,2014,14.515017451812987,32.16246859785243,68.47557857762166
1450,98106,25023,1163,1365,1103,876,554,761,652,635,13721,4144,2014,19.9656316189106,22.35543300163849,54.83355313111937
4524,98107,22772,2267,1777,1984,1959,1909,1297,1731,1888,19612,8076,2014,34.274547690145795,55.3311083787107,86.12330932724397
1241,98108,24220,1115,1009,999,921,445,483,466,453,7769,3342,2014,17.060280759702724,18.922378199834846,32.07679603633361
5099,98109,22401,2244,1494,2360,1932,1899,1179,1717,1534,17965,7714,2014,33.89134413642248,57.19833935985,80.19731261997232
6667,98112,22290,945,1300,1135,964,836,969,993,772,18522,6263,2014,20.995962314939433,58.00807537012113,83.09555854643338
11813,98115,48558,2115,2073,2835,2289,1674,1675,2099,1811,40080,13625,2014,18.732237736315334,52.386836360640885,82.54046707030767
3700,98116,23780,926,937,704,1088,647,737,591,800,20322,6936,2014,14.73507148864592,44.72666105971405,85.45836837678722
6249,98117,31778,1123,1370,1165,1129,992,1179,1033,1042,28272,9162,2014,15.822266977154007,48.495814714582416,88.96721001951036
4236,98118,44440,1616,1690,1714,1416,540,775,524,631,15095,6477,2014,15.099009900990099,24.106660666066606,33.967146714671465
5233,98119,23506,1924,1133,1576,1310,1530,944,1277,1124,19447,6812,2014,24.529907257721433,51.24223602484472,82.73206840806603
3449,98121,12753,1054,681,1404,1102,769,480,978,670,8723,3202,2014,29.953736375754726,52.15243472124206,68.39959225280326
5979,98122,34054,2409,1880,3187,2414,1749,1520,2226,1949,22009,8841,2014,27.474011863510896,43.51911669701063,64.62970576143772
5514,98125,37560,2143,1510,1835,1664,1206,996,1002,1192,24703,8454,2014,18.631522896698616,37.18849840255591,65.76943556975506
2442,98126,21648,960,1188,812,794,679,922,588,666,14906,5003,2014,19.16112342941611,34.391167775314116,68.85624538063563
4670,98133,46227,2307,1811,2020,2436,1402,1168,1334,1642,31078,9528,2014,17.1955783416618,30.713652194604883,67.22910852964718
153,98134,850,16,48,17,99,0,4,17,46,396,58,2014,15.176470588235293,24.823529411764707,46.588235294117645
2330,98136,15302,311,682,615,518,267,574,576,448,13057,4180,2014,14.965364004705267,42.54345837145471,85.32871520062737
3940,98144,27496,1243,1235,1385,1303,613,728,841,795,13351,6209,2014,18.540878673261567,36.910823392493455,48.556153622345064
1443,98146,25722,810,977,707,955,386,491,407,496,15918,2920,2014,13.494285047818988,16.96213358214758,61.884767902962444
165,90001,57227,2311,2069,2497,2188,952,902,1005,1006,24493,1231,2015,15.632481171475002,2.439407971761581,42.79972740140144
4405,90004,64008,2679,2734,3077,3524,820,1118,1274,1343,24415,10893,2015,17.535308086489188,23.90013748281465,38.14366954130733
1399,90007,43426,2263,1263,2515,1529,486,260,649,435,12434,3309,2015,16.819416939160874,10.841431400543453,28.632616404918714
338,90010,3740,287,220,319,133,71,0,100,26,681,1050,2015,27.96791443850267,37.11229946524064,18.208556149732622
2240,90012,30860,1681,894,2661,2374,628,223,1036,1007,9390,4467,2015,19.86390149060272,21.733635774465327,30.427738172391443
1170,90013,11299,652,622,799,698,324,179,410,252,3961,2535,2015,23.851668289229135,32.79051243472873,35.05619966368705
887,90014,7006,491,313,574,674,350,211,415,435,3499,1786,2015,24.1364544675992,38.1530117042535,49.942906080502425
1140,90015,18767,846,912,955,1085,366,248,411,273,6199,2387,2015,19.315820322907232,18.79362711141898,33.03138487771087
2019,90016,47590,1981,1714,2130,1770,621,563,698,545,14763,3959,2015,15.841563353645723,12.561462492120192,31.021222945997057
1383,90017,24336,1290,1066,1813,1642,369,324,540,613,7318,2635,2015,21.511341222879686,16.51051939513478,30.0706771860618
1381,90018,49824,2011,1773,2273,1589,483,381,543,258,9953,3304,2015,15.715317919075144,9.40309890815671,19.97631663455363
4848,90019,67553,2755,2669,2781,2873,1213,1136,1225,1428,26069,10328,2015,16.096990511154203,22.46532352375172,38.59044009888532
2462,90020,39866,2050,1889,2404,2465,680,436,668,951,11213,8192,2015,20.649174735363466,26.72452716600612,28.126724527166008
72,90021,2970,112,124,119,254,31,56,86,69,1074,392,2015,16.127946127946128,15.622895622895621,36.16161616161616
398,90023,46288,1522,1679,1611,1867,812,798,862,1085,26052,1209,2015,14.023072934669893,3.4717421361908056,56.28240580712064
8445,90024,50693,1738,1165,2595,1464,910,688,1856,769,29712,7995,2015,13.143826563825382,32.430513088592114,58.61164263310516
10125,90025,46107,3190,3396,4125,3257,1943,1637,2475,2041,29579,13825,2015,30.59622183182597,51.944390222742754,64.15294857613812
4953,90026,68520,3863,3845,3650,4156,2299,2582,2665,2960,42330,12651,2015,22.18768242848803,25.691768826619963,61.77758318739054
6823,90027,46646,3071,2634,3052,2847,2260,1660,2188,1896,31282,12479,2015,24.42010033014621,41.379753891008875,67.06255627492175
2243,90028,30380,2386,1442,2744,2436,1442,887,1562,1373,17376,7296,2015,26.37919684002633,31.39894667544437,57.19552337063858
1579,90029,40472,2138,1687,2356,2270,1062,805,1301,1080,17207,6103,2015,19.440600909270607,18.981023917770308,42.515813401858075
1119,90031,39422,1393,1268,1826,1448,541,443,636,553,14861,2751,2015,14.59844756734818,9.816853533559941,37.69722489980214
546,90033,48277,1901,1625,2010,1576,1088,1106,1145,1000,29225,1741,2015,14.833150361455766,4.737245479213705,60.53607307827744
8905,90034,58069,5015,3228,4615,4054,3002,1628,2989,2439,35021,13617,2015,27.701527493154693,38.78489383319844,60.30928722726412
5299,90035,30852,1393,1811,1355,1703,966,1158,980,1228,22445,8531,2015,20.64695967846493,44.82691559704396,72.75055101776222
6483,90036,37640,3009,2358,2155,2366,2166,1635,1609,1592,25531,12291,2015,26.24867162592986,49.87778958554729,67.82943676939426
1523,90038,28577,1601,1280,2003,1780,877,507,846,927,11943,4395,2015,21.569793890191413,20.708961752458272,41.792350491654126
3417,90039,28149,1404,1296,1469,1326,789,723,853,825,15292,6605,2015,19.414544033535826,35.60339621300934,54.32519805321681
2743,90041,28796,817,916,949,1146,332,503,400,740,15476,5845,2015,12.494790943186555,29.823586609251286,53.743575496596755
3646,90042,62650,2887,2908,2826,2659,1306,1522,1287,1274,30230,7371,2015,18.40223463687151,17.584996009577015,48.25219473264166
5958,90045,41922,1638,1840,2010,1532,827,733,1036,611,24785,9014,2015,17.480082057153762,35.71394494537474,59.12170220886408
7615,90046,51651,3747,3196,3345,3587,2875,2211,2469,2771,40855,18951,2015,26.105980523126366,51.43366052932179,79.09817815724767
1280,90047,48678,1568,1632,1372,1365,247,310,426,379,8175,3342,2015,12.744977197091089,9.495049098155224,16.794034265992853
5161,90048,22498,1845,1545,1200,1399,1461,1009,883,989,17962,7047,2015,27.269090585829854,54.26260112009956,79.83820784069695
10251,90049,35427,2009,1373,1339,1129,1712,1028,1158,913,29925,10877,2015,17.201569424450277,59.63812911056539,84.46947243627741
1185,90057,46509,1964,1919,3106,2678,426,410,725,628,10421,4492,2015,19.153282160442064,12.206239652540368,22.40641596250188
5758,90064,26384,1026,975,1241,842,707,692,878,494,18742,6611,2015,15.983171619163128,46.88068526379624,71.03547604608855
3215,90065,46904,1856,1488,1779,2012,915,684,897,1035,23550,6279,2015,14.094746716697937,20.24134402183183,50.20893740405935
8007,90066,59124,2935,2755,2701,3565,1921,1521,1737,2404,37269,14003,2015,18.851904471957244,37.22684527433868,63.03531560787498
435,90067,2330,69,16,45,26,57,16,45,0,1786,791,2015,6.266094420600858,52.61802575107296,76.65236051502146
4203,90068,21233,1190,964,1197,1638,896,771,1045,1215,16471,7604,2015,20.32214006499317,55.60683841190599,77.57264635237601
3985,90069,20132,1426,729,1283,1834,867,591,812,1425,15690,7761,2015,20.69839062189549,58.34492350486787,77.93562487581958
0,90071,0,0,0,0,0,0,0,0,0,0,0,2015,0.0,0.0,0.0
2759,90077,8844,83,207,188,70,75,156,143,35,7498,2003,2015,7.74536408864767,53.84441429217549,84.78064224332881
17,90089,3334,12,0,19,4,0,0,12,0,1598,14,2015,0.9298140371925615,0.9298140371925615,47.930413917216555
1958,90094,6858,548,400,245,393,335,183,132,149,3314,1894,2015,23.228346456692915,56.16797900262467,48.32312627588218
4739,90230,31978,1205,1404,1360,1173,534,803,784,774,20072,6680,2015,16.802176496341232,35.70892488585903,62.76815310525986
2596,90232,15708,554,805,605,616,368,487,459,494,11311,3250,2015,17.6279602750191,37.21670486376369,72.0078940667176
6352,90272,23934,305,291,291,319,256,207,247,293,20763,6643,2015,4.921868471630317,54.295144982033925,86.75106542993231
4474,90291,27167,1618,1639,1481,1670,1129,1242,1270,1505,21692,8821,2015,23.473331615562998,48.93804983987927,79.84687304450252
4901,90292,21679,1240,1375,1148,990,862,963,838,751,16811,7085,2015,23.700355182434617,55.28852806863785,77.54508971816043
2648,90501,43145,1454,1555,1451,1870,451,645,508,495,18556,6290,2015,13.941360528450575,20.716189593232123,43.0084598447097
1308,90710,27457,957,800,880,981,392,434,302,400,12353,3042,2015,12.517755035145864,15.842954437848272,44.99034854499763
2376,90731,62028,2016,1789,2614,2458,1212,1029,1647,1674,39807,6316,2015,13.232733604178758,14.013026375185401,64.1758560650029
1910,90732,21417,742,564,563,703,478,358,409,538,15532,3806,2015,11.360134472615211,26.689078769202034,72.52182845403185
1180,91040,19969,688,634,397,743,505,543,362,604,16388,3130,2015,11.783264059291902,21.583454354249085,82.06720416645801
1199,91303,29471,1472,1443,1596,1785,748,825,799,1047,18199,3210,2015,20.202911336568153,14.960469614197008,61.7522310067524
2078,91306,49532,1875,1701,2380,2203,623,813,978,933,20837,5831,2015,15.458693369942663,15.967455382379066,42.06775417911653
3173,91307,26219,516,531,585,588,328,312,407,438,19169,4773,2015,8.24974255311034,30.30626644799573,73.11110263549334
4022,91311,38505,1396,1001,1208,1226,847,435,772,604,24712,7608,2015,11.962082846383588,30.20386962732113,64.17867809375406
4130,91316,28837,1518,1450,1207,1169,1087,886,885,902,23039,7176,2015,19.506189964281997,39.20657488643063,79.89388632659431
1982,91324,28497,1013,981,1230,977,488,544,545,434,14856,4839,2015,14.755939221672456,23.935852896796153,52.13180334772082
2922,91325,33197,1208,885,1726,1114,717,534,744,559,19738,5281,2015,14.169955116426184,24.710064162424317,59.45717986565051
3431,91335,78230,2483,2632,3255,2765,1646,1795,2260,1984,55668,8039,2015,14.063658443052537,14.661894413907708,71.15940176402914
2693,91342,93466,3055,3182,3462,3026,2128,2264,2566,2100,66503,7567,2015,13.781482036248475,10.977253760725826,71.15207669098925
2287,91343,64149,2201,2321,2734,2411,907,1191,1199,1155,31724,6926,2015,14.92930521130493,14.361876256839546,49.45361580071396
4598,91344,54566,1498,1624,1677,1521,816,941,819,860,32317,9550,2015,11.771066231719386,25.92823369864018,59.225525052230324
591,91345,18276,532,470,674,643,319,276,338,359,10232,1777,2015,11.742175530750712,12.956883344276646,55.98599255854673
1155,91352,47543,1995,1959,1972,1953,1550,1484,1323,1442,36770,3660,2015,16.584986222998126,10.12767389521065,77.34051279893991
3554,91356,29467,918,1060,1127,876,554,595,667,541,21782,6247,2015,14.134455492584925,33.26093596226287,73.91997828078868
3617,91364,27100,843,563,776,665,453,415,615,536,20811,6325,2015,10.129151291512915,36.686346863468636,76.79335793357933
6119,91367,42578,1601,1685,1397,1717,722,1002,761,1005,30583,10578,2015,14.95608060500728,39.21508760392691,71.8281741744563
2781,91401,41217,1771,1870,2004,1928,863,1053,1125,1106,23855,6001,2015,18.232768032607904,21.30674236358784,57.87660431375403
1165,91402,71894,2858,2834,3377,2710,1386,1399,1775,1262,35643,5915,2015,16.55631902523159,9.847831529752135,49.57715525634963
4531,91403,24613,973,1101,896,1228,734,770,632,912,19946,6849,2015,16.54003981635721,46.235729086255226,81.03847560232398
1861,91405,53347,1678,2321,2330,2319,578,1042,1097,982,22006,4828,2015,16.214595010028678,12.538661967870734,41.2506795133747
2315,91406,54364,2359,2100,1940,2484,891,960,771,995,25062,6125,2015,15.633507468177472,15.524979766021632,46.100360532705466
5047,91423,33347,1672,1981,1375,1603,1282,1506,979,1364,26684,9506,2015,21.01838246319009,43.64110714607011,80.0191921312262
3214,91436,13970,133,391,343,196,106,338,221,142,12600,3389,2015,9.005010737294201,47.2655690765927,90.19327129563351
2846,91601,38754,2510,2102,3250,2273,1707,1259,2462,1472,25892,7651,2015,25.71089435929194,27.08623625948289,66.8111678794447
2175,91602,18304,1239,1084,824,1068,1026,778,611,740,13333,5705,2015,23.115166083916083,43.0506993006993,72.84200174825175
5426,91604,30269,1420,1306,1165,1639,1152,901,995,1280,24602,9148,2015,17.16938121510456,48.14827050778024,81.27787505368529
1547,91605,55665,2320,2073,2728,1941,1075,1420,1350,1204,32849,5282,2015,16.516662175514238,12.268031977005299,59.01194646546304
1486,91606,44773,1472,1864,2406,2066,848,1091,1481,1139,27058,5347,2015,16.987916824872134,15.261429879614946,60.4337435508007
2871,91607,30231,1809,1161,1654,1358,1356,852,1241,1023,23350,7371,2015,19.135986239290794,33.87913069365883,77.23859614303198
3408,94102,28926,1430,1415,2247,1557,631,709,1199,1008,12752,6021,2015,22.49533291848164,32.5969715826592,44.08490631265989
3047,94103,24309,1138,1050,1743,1816,402,459,871,1031,10882,6169,2015,20.490353367065694,37.911884487226956,44.76531325846395
63,94104,304,9,0,39,41,0,0,29,0,134,56,2015,15.789473684210526,39.14473684210527,44.07894736842105
2391,94105,6108,475,490,679,509,343,47,405,118,3337,2253,2015,34.937786509495744,76.03143418467585,54.6332678454486
7512,94107,28641,1221,2634,1541,2127,546,1592,1007,1329,16487,8556,2015,28.03673056108376,56.10139310778255,57.56433085436961
1705,94108,14252,1105,599,861,603,617,237,492,208,4751,3168,2015,22.20039292730845,34.19169239404996,33.33567218635981
11567,94109,56293,5458,4052,4624,4883,3232,2698,2814,3645,33489,19424,2015,32.30597054695966,55.053026131135304,59.49052280034818
11687,94110,72528,4153,4303,4738,5235,2929,2858,3002,3196,43374,19034,2015,24.1244760644165,42.35743437017428,59.80311052283256
847,94111,3527,104,121,135,195,54,65,135,108,1772,1003,2015,13.637652395803798,52.45250921462999,50.24099801531047
5064,94112,84145,3792,2936,3937,3227,802,792,1014,1312,23455,12625,2015,16.163764929585835,21.02204527898271,27.87450234713887
11151,94114,32598,1612,1767,1566,2427,1268,1294,1218,1995,26021,10628,2015,20.59022025891159,66.81084729124485,79.82391557764281
8629,94115,35154,2256,2133,2282,2207,1568,1412,1473,1753,20932,10404,2015,25.044091710758376,54.14177618478694,59.543721909313305
5392,94116,45559,1679,1672,1607,1525,637,610,720,423,17046,10471,2015,14.552558221207665,34.818586887332906,37.41521982484251
9889,94117,42462,3290,3196,3705,3351,2644,2471,2601,2483,31932,14979,2015,31.52701238754651,58.56530544957844,75.20135650699449
8461,94118,41391,2805,2490,3008,2011,1965,1458,1799,1587,24073,12259,2015,26.07571694329685,50.05919161170303,58.159986470488754
6886,94121,42622,1838,1672,2166,1563,1026,884,1139,1028,19293,10786,2015,17.239923044437145,41.46215569424241,45.2653559194782
10561,94122,60929,3701,3158,3227,3193,1922,1589,1704,1588,25494,16509,2015,21.73677559126196,44.428761345172255,41.84214413497678
6268,94123,25273,2966,1954,2246,2041,2455,1640,1996,1761,20952,11089,2015,36.08594151861671,68.67803584853401,82.90270248882207
1462,94124,35010,1551,1331,1482,1455,237,247,365,250,5782,3985,2015,16.26678091973722,15.558411882319337,16.515281348186235
4484,94127,19446,373,574,512,582,156,318,256,410,11072,5471,2015,10.454592204052247,51.19304741334979,56.93715931296924
846,94129,3639,468,136,280,274,413,94,270,267,3211,1214,2015,28.02967848309975,56.60895850508382,88.2385270678758
160,94130,3187,222,160,313,147,77,39,180,75,1191,540,2015,26.82773768434264,21.964229683087545,37.37056793222466
7594,94131,28472,1197,1391,1271,1378,749,789,899,951,18956,8363,2015,18.43916830570385,56.04453498173644,66.57769036246137
3495,94132,32031,1278,945,1137,984,502,195,393,421,11857,6303,2015,13.440104898379696,30.58911679310668,37.01726452499142
3906,94133,27485,1464,1260,1706,1897,825,728,1315,1245,11624,6736,2015,20.7022012006549,38.719301437147536,42.29215935965072
